"network","limu_RA","cca_RA","coral_RA","FC_LimuVCoral","FC_LimuVCCA","FC_CoralVCCA","tuk_Coral_CCA_diff","tuk_Coral_CCA_p","tuk_Limu_CCA_diff","tuk_Limu_CCA_p","tuk_Limu_Coral_diff","tuk_Limu_Coral_p","f_stat","sum_of_sq","p_val","adj_p_val"
321,0.00269633746867848,0.00280917821739541,0.00361791401766734,-0.424157048780101,-0.0591470806485559,0.365009968131545,0.00923941038323949,0.150577632813439,0.000290846813458527,0.998576068165159,-0.00894856356978097,0.249479055787376,2.17479572270455,0.00207235320616484,0.118976817626532,0.140115780506718
1196,0.000648845733721749,0.000846909035165983,0.000910886003495086,-0.489395002309735,-0.38433150971991,0.105063492589825,0.00348453174906531,0.512272211688231,-0.00338954551047597,0.625198056345202,-0.00687407725954128,0.13736707005748,1.90896772387316,0.000744677849786806,0.153596243250729,0.176718258363742
227,0.00118255934595175,0.00401241198728239,0.00795605515734337,-2.75014069198128,-1.7625571608312,0.987583531150079,0.022773946683248,0.0967550334059497,-0.0172520967764094,0.364245478208769,-0.0400260434596574,0.00460510111944967,5.58830447636997,0.0260697745949965,0.00500413290062111,0.010075525652057
764,0.00123466016993892,0.00206402967839794,0.00208826394002333,-0.758190062160702,-0.741349708724392,0.0168403534363098,0.00211616620552738,0.745456213768962,-0.0102262154598329,0.00839963522303344,-0.0123423816653603,0.000832932069712689,7.47007132691023,0.00245995289857575,0.000947138323678915,0.00273902163874713
99,0.00111353063046038,0.00139647385868096,0.00145585107246745,-0.386721537732744,-0.326647323686464,0.0600742140462799,0.00266231991528962,0.705558656492655,-0.00574858308359212,0.304371789400145,-0.00841090299888174,0.0727861841227481,2.47141357876729,0.00108416444617478,0.0896111405167348,0.109671150730448
380,0.0132915609162868,0.00221014225896959,0.00572687386586118,1.21469080619259,2.58829940097581,1.37360859478321,0.0312348726468133,0.00688974697274791,0.0580730351927175,8.2644163181822e-06,0.0268381625459043,0.0533242188420674,12.7881999295888,0.0508438684162375,1.13396223916148e-05,7.93773567413034e-05
592,0.00232061393523028,0.00259154202884516,0.00273083136160534,-0.234833694110456,-0.159304259829176,0.0755294342812802,0.00640857700215786,0.288092023405432,0.00322068521598914,0.789892096545139,-0.00318789178616871,0.784731581609011,1.14906697591685,0.000808520142070292,0.32108085810825,0.347026786036189
1621,7.54380661088896e-05,0.000764599830251999,0.000849937926925062,-3.49399288408204,-3.34134028246301,0.15265260161903,-0.00413992984491268,0.592743566284261,-0.0188870223866089,0.000636082930040249,-0.0147470925416962,0.00774156709255724,7.74052144596136,0.0054623068528931,0.000748971231162271,0.00224391780856216
837,0.000981166205054075,0.000539124296206357,0.000438648655446126,1.16143169667915,0.863879615456124,-0.297552081223029,-0.00144805445057713,0.718030097036137,0.00639678014780565,0.0108753117212801,0.00784483459838278,0.000990772865861467,7.21916364010294,0.000986681315169098,0.00117875877931388,0.00321051027529489
242,0.00159266427290256,0.000570962446840435,8.3360513764001e-05,4.2559342052871,1.47997441936941,-2.77595978591769,-0.00936627761688097,0.047665695265371,0.0174448358883017,0.000620395987759981,0.0268111135051827,7.56378936150881e-08,18.3096261956617,0.0109820650150465,1.67650470728177e-07,2.02532584799039e-06
134,0.000668683642970287,0.000858672496506499,0.000767664353953063,-0.199151831738042,-0.360784155421014,-0.161632323682972,0.000349633475413193,0.991355770318156,-0.0065147657235185,0.114669651786582,-0.00686439919893169,0.0812000084265975,2.71436482567066,0.000828888852392446,0.0711297563474923,0.0890906145556384
974,0.00188300839963247,0.00106385408057404,0.00164094154789928,0.198515586050782,0.823739152741295,0.625223566690513,0.0079913476185255,0.00857993787304223,0.00962951446531322,0.00615200632046908,0.00163816684678772,0.847769433533494,6.55318771100749,0.00178920491491195,0.00211663383430523,0.00495424606842069
241,0.00153836059941291,0.000680145507527079,0.000330533767819122,2.21852414563247,1.17747838914152,-1.04104575649094,-0.00318016120743805,0.643873108550616,0.0164140070588042,0.000381907066248854,0.0195941682662422,1.26204372660199e-05,12.5853459740613,0.00623265799836617,1.33311418114559e-05,9.07729565161864e-05
999,0.00094397566834002,0.000488421436837514,0.00101603078366234,-0.106122534828003,0.950623151890275,1.05674568671828,0.0126443227183989,5.79883043849705e-05,0.00462471347060346,0.339319381626879,-0.00801960924779546,0.0365644477898582,10.3085516423919,0.00322595119433566,8.50266920564202e-05,0.000436198577741498
27,0.0059457175402841,0.00453290920132794,0.00112625508777258,2.40031730428656,0.391413664707151,-2.00890363957941,-0.028011597808867,0.000230541389204197,0.00194042295726945,0.967350276321471,0.0299520207661364,0.000544628836345984,11.3469625211692,0.0206503841489098,3.62115404750419e-05,0.000215728831605657
