objectid,length,type,type_id,hsa_code,nhsa_code,ndar_code,hgu_code,stream_nam,trib_nam,quadrangle,comment,st_lengthshape
9561,164.93023,PERENNIAL,1,3-4-11,34011000,34011021,4,Honouliuli,Honouliuli,Waipahu,,164.929990527734
9562,6867.63985,PERENNIAL,1,3-5-02,35002000,35002001,5,Ulehawa,,Schofield Barrac,,6867.62967164602
9563,283.80842,PERENNIAL,1,3-5-02,35002000,35002001,5,Ulehawa,,Schofield Barrac,,283.80764198391
9564,336.88944,PERENNIAL,1,3-5-01,35001000,35001013,5,Nanakuli,Nanakuli,Schofield Barrac,,336.889371580352
9565,565.43526,PERENNIAL,1,3-5-01,35001000,35001007,5,Nanakuli,Nanakuli,Schofield Barrac,,565.435094838869
9566,2691.5552,PERENNIAL,1,3-4-11,34011000,34011004,4,Honouliuli,Honouliuli,Waipahu,,2691.54897086464
9567,1243.19987,PERENNIAL,1,3-4-11,34011000,34011003,4,Honouliuli,Honouliuli,Waipahu,,1243.1958176966
9568,149.89028,PERENNIAL,1,3-5-01,35001000,35001002,5,Nanakuli,Nanakuli,Schofield Barrac,,149.889921588919
9569,153.43039,PERENNIAL,1,3-5-01,35001000,35001001,5,Nanakuli,,Schofield Barrac,,153.430156717199
9570,449.04638,PERENNIAL,1,3-4-02,34002000,34002011,4,Halawa,Halawa South,Pearl Harbor,,449.044403800898
9571,39.85389,PERENNIAL,1,3-4-02,34002000,34002001,4,Halawa,,Pearl Harbor,,39.8538447821277
9572,335.40439,PERENNIAL,1,3-4-02,34002000,34002003,4,Halawa,Halawa North,Pearl Harbor,,335.403695073694
9573,709.15127,PERENNIAL,1,3-4-02,34002000,34002002,4,Halawa,Halawa North,Pearl Harbor,,709.148616213079
9574,174.35361,PERENNIAL,1,3-4-10,34010000,34010001,4,Waikele,,Waipahu,,174.353245417425
9575,178.30791,PERENNIAL,1,3-4-02,34002000,34002013,4,Halawa,Halawa South,Pearl Harbor,,178.307125286257
9576,434.49939,PERENNIAL,1,3-4-02,34002000,34002012,4,Halawa,Halawa South,Pearl Harbor,,434.498434928246
9577,2843.7755,PERENNIAL,1,3-4-02,34002000,34002004,4,Halawa,Halawa North,Pearl Harbor,,2843.76521697097
9578,1071.41055,PERENNIAL,1,3-4-02,34002000,34002001,4,Halawa,,Pearl Harbor,,1071.40673544673
9579,181.42878,PERENNIAL,1,3-4-11,34011000,34011001,4,Honouliuli,,Waipahu,,181.428236464733
9580,20.44122,PERENNIAL,1,3-4-11,34011000,34011003,4,Honouliuli,Honouliuli,Waipahu,,20.4412181636736
9581,31.61058,PERENNIAL,1,3-4-11,34011000,34011002,4,Honouliuli,Honouliuli,Waipahu,,31.6104875397567
9582,18.93552,PERENNIAL,1,3-4-11,34011000,34011002,4,Honouliuli,Honouliuli,Waipahu,,18.9355191474976
9583,323.37976,PERENNIAL,1,3-2-14,32014000,32014003,2,Kaelepulu,Kaelepulu,Mokapu,,323.371854862082
9584,117.94399,PERENNIAL,1,3-2-14,32014000,32014002,2,Kaelepulu,Kaelepulu,Mokapu,,117.941901537761
9585,376.48696,PERENNIAL,1,3-2-14,32014000,32014004,2,Kaelepulu,Kaelepulu,Mokapu,,376.481108411498
9586,0.61008,PERENNIAL,1,3-2-13,32013000,32013008,2,Kawainui,Kawainui,Mokapu,,0.610081961107156
9587,180.94645,PERENNIAL,1,3-2-13,32013000,32013008,2,Kawainui,Kawainui,Mokapu,,180.945622742097
9588,347.78777,PERENNIAL,1,3-2-13,32013000,32013006,2,Kawainui,Kawainui,Mokapu,,347.786921381479
9589,243.54432,PERENNIAL,1,3-2-13,32013000,32013007,2,Kawainui,Kawainui,Mokapu,,243.543599666689
9590,70.16528,PERENNIAL,1,3-2-13,32013000,32013007,2,Kawainui,Kawainui,Mokapu,,70.1650510039667
9591,952.49697,PERENNIAL,1,3-2-13,32013000,32013001,2,Kawainui,,Mokapu,,952.495026491486
9592,1075.74063,PERENNIAL,1,3-2-13,32013000,32013008,2,Kawainui,Kawainui,Mokapu,,1075.73642562547
9593,691.4547,PERENNIAL,1,3-2-13,32013000,32013006,2,Kawainui,Kawainui,Mokapu,,691.453345098493
9594,29.6961,PERENNIAL,1,3-2-13,32013000,32013005,2,Kawainui,Kawainui,Mokapu,,29.6959070526945
9595,436.85825,PERENNIAL,1,3-2-13,32013000,32013003,2,Kawainui,Maunawili,Mokapu,,436.856417062246
9596,494.53361,PERENNIAL,1,3-2-13,32013000,32013004,2,Kawainui,Kawainui,Mokapu,,494.531494443479
9597,229.83214,PERENNIAL,1,3-2-13,32013000,32013009,2,Kawainui,Maunawili,Mokapu,,229.831079807506
9598,396.12498,PERENNIAL,1,3-2-13,32013000,32013011,2,Kawainui,Kawainui,Mokapu,,396.123806465979
9599,571.22147,PERENNIAL,1,3-2-13,32013000,32013008,2,Kawainui,Kawainui,Mokapu,,571.219501660694
9600,81.20394,PERENNIAL,1,3-2-13,32013000,32013010,2,Kawainui,Kawainui,Mokapu,,81.2038353165452
9601,798.57906,PERENNIAL,1,3-2-13,32013000,32013002,2,Kawainui,Kawainui,Mokapu,,798.574169073972
9602,765.31795,PERENNIAL,1,3-2-13,32013000,32013012,2,Kawainui,Maunawili,Mokapu,,765.315033644603
9603,107.71833,PERENNIAL,1,3-2-13,32013000,32013013,2,Kawainui,Maunawili,Mokapu,,107.718111152526
9604,405.02734,PERENNIAL,1,3-2-13,32013000,32013014,2,Kawainui,Maunawili,Mokapu,,405.02609116477
9605,126.25424,PERENNIAL,1,3-2-13,32013000,32013015,2,Kawainui,Kahanaiki,Mokapu,,126.25361966171
9606,4.32057,PERENNIAL,1,3-2-13,32013000,32013015,2,Kawainui,Kahanaiki,Mokapu,,4.32056709066316
9607,311.59531,PERENNIAL,1,3-2-13,32013000,32013020,2,Kawainui,Maunawili,Mokapu,,311.5943043807
9608,1.83003,PERENNIAL,1,3-2-13,32013000,32013020,2,Kawainui,Maunawili,Mokapu,,1.83002732227369
9609,2463.78946,PERENNIAL,1,3-2-14,32014000,32014001,2,Kaelepulu,,Mokapu,,2463.76301023414
9610,173.65193,PERENNIAL,1,3-2-14,32014000,32014005,2,Kaelepulu,Kaelepulu,Mokapu,,173.649318813782
9611,72.022,PERENNIAL,1,3-2-14,32014000,32014005,2,Kaelepulu,Kaelepulu,Mokapu,,72.021133135102
9612,769.63821,PERENNIAL,1,3-2-13,32013000,32013020,2,Kawainui,Maunawili,Mokapu,,769.63634556157
9613,901.89317,PERENNIAL,1,3-2-13,32013000,32013015,2,Kawainui,Kahanaiki,Mokapu,,901.890425593309
9614,131.96509,PERENNIAL,1,3-2-13,32013000,32013016,2,Kawainui,Kahanaiki,Mokapu,,131.964495427676
9615,825.15945,PERENNIAL,1,3-2-13,32013000,32013022,2,Kawainui,Maunawili,Mokapu,,825.157086716893
9616,610.59266,PERENNIAL,1,3-2-13,32013000,32013024,2,Kawainui,Maunawili,Mokapu,,610.590701012102
9617,406.37516,PERENNIAL,1,3-2-13,32013000,32013025,2,Kawainui,Maunawili,Mokapu,,406.373410198564
9618,352.15634,PERENNIAL,1,3-2-13,32013000,32013026,2,Kawainui,Maunawili,Mokapu,,352.155370819271
9619,27.23471,PERENNIAL,1,3-2-13,32013000,32013030,2,Kawainui,Maunawili,Mokapu,,27.2346164639635
9620,1324.00291,PERENNIAL,1,3-2-13,32013000,32013023,2,Kawainui,Maunawili,Mokapu,,1323.9985235315
9621,189.06784,PERENNIAL,1,3-2-13,32013000,32013041,2,Kawainui,Kawainui,Mokapu,,189.067541796149
9622,949.57264,PERENNIAL,1,3-2-14,32014000,32014005,2,Kaelepulu,Kaelepulu,Mokapu,,949.565316120439
9623,415.08109,PERENNIAL,1,3-2-13,32013000,32013041,2,Kawainui,Kawainui,Mokapu,,415.079642434213
9624,59.49031,PERENNIAL,1,3-2-15,32015000,32015001,2,Waimanalo,,Koko Head,,59.4886994400854
9625,781.53915,PERENNIAL,1,3-2-13,32013000,32013027,2,Kawainui,Omao,Mokapu,,781.536728478518
9626,872.15457,PERENNIAL,1,3-2-13,32013000,32013043,2,Kawainui,Olomana,Mokapu,,872.150709288597
9627,471.67239,PERENNIAL,1,3-2-13,32013000,32013042,2,Kawainui,Olomana,Mokapu,,471.671133320358
9628,1178.68156,PERENNIAL,1,3-2-14,32014000,32014005,2,Kaelepulu,Kaelepulu,Mokapu,,1178.65807596146
9629,526.77761,PERENNIAL,1,3-2-13,32013000,32013044,2,Kawainui,Olomana,Mokapu,,526.775956552325
9630,713.38832,PERENNIAL,1,3-2-15,32015000,32015011,2,Waimanalo,Waimanalo,Koko Head,,713.372651544076
9631,2104.5575,PERENNIAL,1,3-2-13,32013000,32013031,2,Kawainui,Maunawili,Mokapu,,2104.55021793364
9632,523.4968,PERENNIAL,1,3-2-15,32015000,32015016,2,Waimanalo,Waimanalo,Koko Head,,523.49555621975
9633,548.26447,PERENNIAL,1,3-2-15,32015000,32015011,2,Waimanalo,Waimanalo,Koko Head,,548.250407834769
9634,148.7148,PERENNIAL,1,3-2-13,32013000,32013032,2,Kawainui,Maunawili,Mokapu,,148.714293912385
9635,143.21982,PERENNIAL,1,3-2-13,32013000,32013033,2,Kawainui,Maunawili,Mokapu,,143.219507247855
9636,839.48541,PERENNIAL,1,3-2-15,32015000,32015012,2,Waimanalo,Waimanalo,Koko Head,,839.467723521799
9637,32.99459,PERENNIAL,1,3-2-13,32013000,32013036,2,Kawainui,Maunawili,Mokapu,,32.9944759010942
9638,19.25079,PERENNIAL,1,3-2-13,32013000,32013036,2,Kawainui,Maunawili,Mokapu,,19.2507921906073
9639,91.58463,PERENNIAL,1,3-2-13,32013000,32013034,2,Kawainui,Maunawili,Mokapu,,91.5842800528063
9640,15.7358,PERENNIAL,1,3-2-13,32013000,32013034,2,Kawainui,Maunawili,Mokapu,,15.735719049411
9641,12.54746,PERENNIAL,1,3-2-13,32013000,32013036,2,Kawainui,Maunawili,Mokapu,,12.5474618945303
9642,14.28296,PERENNIAL,1,3-2-13,32013000,32013035,2,Kawainui,Maunawili,Mokapu,,14.2828174406597
9643,843.91209,PERENNIAL,1,3-2-15,32015000,32015012,2,Waimanalo,Waimanalo,Koko Head,,843.892121704202
9644,445.82458,PERENNIAL,1,3-2-13,32013000,32013036,2,Kawainui,Maunawili,Mokapu,,445.823608753981
9645,1015.19142,PERENNIAL,1,3-2-15,32015000,32015016,2,Waimanalo,Waimanalo,Koko Head,,1015.17333365832
9646,369.57455,PERENNIAL,1,3-2-16,32016000,32016002,2,Kahawai,Kahawai,Koko Head,,369.569073156794
9647,296.14423,PERENNIAL,1,3-2-13,32013000,32013037,2,Kawainui,Maunawili,Mokapu,,296.143136589207
9648,1139.34855,PERENNIAL,1,3-2-16,32016000,32016004,2,Kahawai,Kahawai,Koko Head,,1139.3288684802
9649,8.99125,PERENNIAL,1,3-2-16,32016000,32016004,2,Kahawai,Kahawai,Koko Head,,8.9911523207187
9650,10.36803,PERENNIAL,1,3-2-16,32016000,32016004,2,Kahawai,Kahawai,Koko Head,,10.3678976660352
9651,514.35053,PERENNIAL,1,3-2-13,32013000,32013053,2,Kawainui,Makawao,Mokapu,,514.348716162763
9652,24.74277,PERENNIAL,1,3-2-13,32013000,32013055,2,Kawainui,Makawao,Mokapu,,24.7427366734853
9653,212.82572,PERENNIAL,1,3-2-16,32016000,32016004,2,Kahawai,Kahawai,Koko Head,,212.821485042557
9654,4.08769,PERENNIAL,1,3-2-16,32016000,32016004,2,Kahawai,Kahawai,Koko Head,,4.08759978634876
9655,6.27373,PERENNIAL,1,3-2-16,32016000,32016004,2,Kahawai,Kahawai,Koko Head,,6.27350763474967
9656,94.41856,PERENNIAL,1,3-2-15,32015000,32015014,2,Waimanalo,Waimanalo,Koko Head,,94.4167041217027
9657,77.95823,PERENNIAL,1,3-2-16,32016000,32016004,2,Kahawai,Kahawai,Koko Head,,77.9564612543832
9658,7.10547,PERENNIAL,1,3-2-16,32016000,32016004,2,Kahawai,Kahawai,Koko Head,,7.1053322238419
9659,6.27855,PERENNIAL,1,3-2-16,32016000,32016004,2,Kahawai,Kahawai,Koko Head,,6.27850284759145
9660,147.01843,PERENNIAL,1,3-2-15,32015000,32015015,2,Waimanalo,Waimanalo,Koko Head,,147.017425438447
9661,481.50967,PERENNIAL,1,3-2-16,32016000,32016003,2,Kahawai,Kahawai,Koko Head,,481.5051118872
9662,6.27376,PERENNIAL,1,3-2-16,32016000,32016003,2,Kahawai,Kahawai,Koko Head,,6.2737150081087
9663,1022.78359,PERENNIAL,1,3-2-13,32013000,32013046,2,Kawainui,Ainoni,Mokapu,,1022.78087995494
9664,970.72242,PERENNIAL,1,3-2-15,32015000,32015016,2,Waimanalo,Waimanalo,Koko Head,,970.705848725098
9665,13.42339,PERENNIAL,1,3-2-15,32015000,32015016,2,Waimanalo,Waimanalo,Koko Head,,13.423201185999
9666,694.45119,PERENNIAL,1,3-2-13,32013000,32013038,2,Kawainui,Maunawili,Mokapu,,694.449315270633
9667,12.10151,PERENNIAL,1,3-2-15,32015000,32015016,2,Waimanalo,Waimanalo,Koko Head,,12.1013064612497
9668,355.4468,PERENNIAL,1,3-2-13,32013000,32013057,2,Kawainui,Makawao,Mokapu,,355.446059531034
9669,147.83549,PERENNIAL,1,3-2-13,32013000,32013048,2,Kawainui,Ainoni,Mokapu,,147.835173573972
9670,245.29285,PERENNIAL,1,3-2-13,32013000,32013039,2,Kawainui,Maunawili,Mokapu,,245.291871954605
9671,9.91569,PERENNIAL,1,3-2-15,32015000,32015014,2,Waimanalo,Waimanalo,Koko Head,,9.91540024865674
9672,7.80577,PERENNIAL,1,3-2-15,32015000,32015014,2,Waimanalo,Waimanalo,Koko Head,,7.80554879877703
9673,924.62408,PERENNIAL,1,3-2-16,32016000,32016005,2,Kahawai,Kahawai,Koko Head,,924.619554386425
9674,119.4398,PERENNIAL,1,3-2-16,32016000,32016006,2,Kahawai,Kahawai,Koko Head,,119.436489114611
9675,220.55944,PERENNIAL,1,3-2-13,32013000,32013040,2,Kawainui,Maunawili,Mokapu,,220.558708671714
9676,559.44635,PERENNIAL,1,3-2-16,32016000,32016004,2,Kahawai,Kahawai,Koko Head,,559.439146423274
9677,18.2928,PERENNIAL,1,3-2-16,32016000,32016004,2,Kahawai,Kahawai,Koko Head,,18.2926513681314
9678,17.77816,PERENNIAL,1,3-2-16,32016000,32016004,2,Kahawai,Kahawai,Koko Head,,17.7779674901042
9679,602.93499,PERENNIAL,1,3-2-13,32013000,32013047,2,Kawainui,Ainoni,Mokapu,,602.932675476451
9680,732.45555,PERENNIAL,1,3-2-13,32013000,32013056,2,Kawainui,Makawao,Mokapu,,732.453816682471
9681,330.21564,PERENNIAL,1,3-2-13,32013000,32013049,2,Kawainui,Ainoni,Mokapu,,330.214817215148
9682,391.74848,PERENNIAL,1,3-2-13,32013000,32013050,2,Kawainui,Ainoni,Mokapu,,391.747692449491
9683,687.79148,PERENNIAL,1,3-2-15,32015000,32015015,2,Waimanalo,Waimanalo,Koko Head,,687.783872932316
9684,8.28613,PERENNIAL,1,3-2-15,32015000,32015015,2,Waimanalo,Waimanalo,Koko Head,,8.28591214335444
9685,899.42395,PERENNIAL,1,3-2-13,32013000,32013054,2,Kawainui,Makawao,Mokapu,,899.421483537728
9686,7.64111,PERENNIAL,1,3-2-15,32015000,32015015,2,Waimanalo,Waimanalo,Koko Head,,7.64093109818374
9687,452.90926,PERENNIAL,1,3-2-16,32016000,32016004,2,Kahawai,Kahawai,Koko Head,,452.903897588484
9688,7.36427,PERENNIAL,1,3-2-16,32016000,32016007,2,Kahawai,Kahawai,Koko Head,,7.36422297398279
9689,9.06391,PERENNIAL,1,3-2-16,32016000,32016007,2,Kahawai,Kahawai,Koko Head,,9.06387753680188
9690,829.4917,PERENNIAL,1,3-2-15,32015000,32015014,2,Waimanalo,Waimanalo,Koko Head,,829.484318853716
9691,720.87352,PERENNIAL,1,3-2-16,32016000,32016007,2,Kahawai,Kahawai,Koko Head,,720.865113643143
9692,7.36427,PERENNIAL,1,3-2-16,32016000,32016007,2,Kahawai,Kahawai,Koko Head,,7.36408365231192
9693,8.49012,PERENNIAL,1,3-2-16,32016000,32016007,2,Kahawai,Kahawai,Koko Head,,8.48989505493963
9694,150.73233,PERENNIAL,1,3-2-16,32016000,32016007,2,Kahawai,Kahawai,Koko Head,,150.730536623361
9695,654.84717,PERENNIAL,1,3-2-16,32016000,32016008,2,Kahawai,Kahawai,Koko Head,,654.833742486905
9696,757.23602,PERENNIAL,1,3-2-16,32016000,32016009,2,Kahawai,Kahawai,Koko Head,,757.234119084003
9697,1214.60926,PERENNIAL,1,3-3-05,33005000,33005006,3,Wailupe,Laulaupoe Gl,Koko Head,,1214.60531328683
9698,1855.02119,PERENNIAL,1,3-3-05,33005000,33005007,3,Wailupe,Wailupe Gl,Koko Head,,1855.01492011713
9699,1574.45326,PERENNIAL,1,3-3-04,33004000,33004005,3,Pia,Pia Va,Koko Head,,1574.44174123682
9700,1508.06617,PERENNIAL,1,3-3-04,33004000,33004004,3,Pia,Pia Va,Koko Head,,1508.06088072179
9701,1067.43833,PERENNIAL,1,3-3-01,33001000,33001006,3,Kamilo Iki,Kamilo Nui,Koko Head,,1067.43092661889
9702,1038.24536,PERENNIAL,1,3-3-02,33002000,33002004,3,Kamilo Nui,Hahaione Va,Koko Head,,1038.23468549376
9703,655.35848,PERENNIAL,1,3-3-02,33002000,33002005,3,Kamilo Nui,Hahaione Va,Koko Head,,655.35614452793
9704,1167.83901,PERENNIAL,1,3-3-01,33001000,33001007,3,Kamilo Iki,Kamilo Nui,Koko Head,,1167.82269354429
9705,2587.05739,PERENNIAL,1,3-3-05,33005000,33005004,3,Wailupe,Wailupe Gl,Koko Head,,2587.04102293603
9706,971.96379,PERENNIAL,1,3-3-05,33005000,33005005,3,Wailupe,Wailupe Gl,Koko Head,,971.961448865192
9707,3670.67064,PERENNIAL,1,3-3-05,33005000,33005002,3,Wailupe,Kului Gl,Koko Head,,3670.64760371841
9708,1216.40421,PERENNIAL,1,3-3-05,33005000,33005003,3,Wailupe,Wailupe Gl,Koko Head,,1216.40175975332
9709,3900.85806,PERENNIAL,1,3-3-03,33003000,33003003,3,Kuliouou,Kuliouou,Koko Head,,3900.84209589005
9710,312.66387,PERENNIAL,1,3-3-03,33003000,33003003,3,Kuliouou,Kuliouou,Koko Head,,312.662747087977
9711,348.51874,PERENNIAL,1,3-3-03,33003000,33003002,3,Kuliouou,Kuliouou,Koko Head,,348.508941220052
9712,4223.0339,PERENNIAL,1,3-3-04,33004000,33004002,3,Pia,Kupaua Va,Koko Head,,4223.01042387934
9713,3091.70184,PERENNIAL,1,3-3-04,33004000,33004003,3,Pia,Pia Va,Koko Head,,3091.68113900239
9714,1547.15481,PERENNIAL,1,3-3-05,33005000,33005001,3,Wailupe,,Koko Head,,1547.15184453826
9715,46.2235,PERENNIAL,1,3-2-13,32013000,32013015,2,Kawainui,Kahanaiki,Mokapu,,46.2233547239528
9716,372.32711,PERENNIAL,1,3-2-13,32013000,32013016,2,Kawainui,Kahanaiki,Mokapu,,372.325444031264
9717,81.1503,PERENNIAL,1,3-2-13,32013000,32013020,2,Kawainui,Maunawili,Mokapu,,81.1502081711554
9718,794.18422,PERENNIAL,1,3-2-13,32013000,32013021,2,Kawainui,Maunawili,Mokapu,,794.181796822228
9719,776.94613,PERENNIAL,1,3-2-13,32013000,32013017,2,Kawainui,Kahanaiki,Mokapu,,776.943211149517
9720,435.19999,PERENNIAL,1,3-2-13,32013000,32013018,2,Kawainui,Kahanaiki,Mokapu,,435.197931927733
9721,572.21174,PERENNIAL,1,3-2-13,32013000,32013019,2,Kawainui,Kahanaiki,Mokapu,,572.209296934209
9722,1034.95943,PERENNIAL,1,3-2-14,32014000,32014005,2,Kaelepulu,Kaelepulu,Mokapu,,1034.95458906444
9723,17.1101,PERENNIAL,1,3-2-15,32015000,32015008,2,Waimanalo,Waimanalo,Koko Head,,17.1097728701994
9724,1503.46664,PERENNIAL,1,3-2-15,32015000,32015001,2,Waimanalo,,Koko Head,,1503.43443723047
9725,60.86585,PERENNIAL,1,3-2-15,32015000,32015002,2,Waimanalo,Waimanalo,Koko Head,,60.8642938097302
9726,33.59521,PERENNIAL,1,3-2-15,32015000,32015005,2,Waimanalo,Waimanalo,Koko Head,,33.5947182090784
9727,62.26814,PERENNIAL,1,3-2-15,32015000,32015002,2,Waimanalo,Waimanalo,Koko Head,,62.2667001575069
9728,44.43665,PERENNIAL,1,3-2-15,32015000,32015005,2,Waimanalo,Waimanalo,Koko Head,,44.4357213583733
9729,205.89164,PERENNIAL,1,3-2-15,32015000,32015003,2,Waimanalo,Waimanalo,Koko Head,,205.888772730688
9730,767.69813,PERENNIAL,1,3-2-13,32013000,32013028,2,Kawainui,Palapu,Mokapu,,767.694724198767
9731,542.82716,PERENNIAL,1,3-2-13,32013000,32013045,2,Kawainui,Kawainui,Mokapu,,542.825743060245
9732,455.12785,PERENNIAL,1,3-2-15,32015000,32015010,2,Waimanalo,Waimanalo,Koko Head,,455.125374128623
9733,158.756,PERENNIAL,1,3-2-13,32013000,32013051,2,Kawainui,Makawao,Mokapu,,158.755704282939
9734,1097.08324,PERENNIAL,1,3-2-13,32013000,32013029,2,Kawainui,Omao,Mokapu,,1097.07905485571
9735,502.09218,PERENNIAL,1,3-2-16,32016000,32016001,2,Kahawai,,Koko Head,,502.081031855929
9736,1419.53348,PERENNIAL,1,3-2-13,32013000,32013052,2,Kawainui,Makawao,Mokapu,,1419.52832812331
9737,214.16393,PERENNIAL,1,3-2-13,32013000,32013032,2,Kawainui,Maunawili,Mokapu,,214.163297883035
9738,1174.2415,PERENNIAL,1,3-2-13,32013000,32013046,2,Kawainui,Ainoni,Mokapu,,1174.23749214742
9739,363.3786,PERENNIAL,1,3-2-13,32013000,32013035,2,Kawainui,Maunawili,Mokapu,,363.377431891206
9740,750.7424,PERENNIAL,1,3-2-16,32016000,32016001,2,Kahawai,,Koko Head,,750.737561109483
9741,1717.72912,PERENNIAL,1,3-2-13,32013000,32013053,2,Kawainui,Makawao,Mokapu,,1717.72433226398
9742,1398.57489,PERENNIAL,1,3-2-15,32015000,32015013,2,Waimanalo,Waimanalo,Koko Head,,1398.55118916827
9743,846.52522,PERENNIAL,1,3-2-15,32015000,32015013,2,Waimanalo,Waimanalo,Koko Head,,846.508060389
9744,918.84994,PERENNIAL,1,3-2-15,32015000,32015014,2,Waimanalo,Waimanalo,Koko Head,,918.830179386094
9745,739.74112,PERENNIAL,1,3-2-15,32015000,32015016,2,Waimanalo,Waimanalo,Koko Head,,739.733390127994
9746,9.31581,PERENNIAL,1,3-2-15,32015000,32015016,2,Waimanalo,Waimanalo,Koko Head,,9.31571661224006
9747,10.80336,PERENNIAL,1,3-2-15,32015000,32015016,2,Waimanalo,Waimanalo,Koko Head,,10.8033269878905
9748,1050.24193,PERENNIAL,1,3-2-16,32016000,32016007,2,Kahawai,Kahawai,Koko Head,,1050.22789422286
9749,692.7892,PERENNIAL,1,3-2-15,32015000,32015015,2,Waimanalo,Waimanalo,Koko Head,,692.777078292427
9750,770.1923,PERENNIAL,1,3-2-15,32015000,32015016,2,Waimanalo,Waimanalo,Koko Head,,770.189846553018
9751,1773.25624,PERENNIAL,1,3-3-07,33007000,33007004,3,Ala Wai,Waiomao,Honolulu,,1773.250113677
9752,3497.86106,PERENNIAL,1,3-3-06,33006000,33006003,3,Waialaenui,Waialaenui Gl,Honolulu,,3497.84978719336
9753,2079.4488,PERENNIAL,1,3-3-01,33001000,33001005,3,Kamilo Iki,Kamilo Nui,Koko Head,,2079.43678614846
9754,2235.34896,PERENNIAL,1,3-3-01,33001000,33001004,3,Kamilo Iki,Kamilo Iki,Koko Head,,2235.32966978669
9755,842.61109,PERENNIAL,1,3-3-02,33002000,33002002,3,Kamilo Nui,Kamilo Nui,Koko Head,,842.609311597184
9756,1845.5543,PERENNIAL,1,3-3-02,33002000,33002003,3,Kamilo Nui,Hahaione Va,Koko Head,,1845.54694046157
9757,2950.08695,PERENNIAL,1,3-3-02,33002000,33002006,3,Kamilo Nui,Kaalakei Va,Koko Head,,2950.07226705503
9758,1723.74235,PERENNIAL,1,3-3-01,33001000,33001003,3,Kamilo Iki,Kamilo Iki,Koko Head,,1723.69867900371
9759,5144.07469,PERENNIAL,1,3-3-06,33006000,33006002,3,Waialaenui,Kapakahi Gl,Honolulu,,5144.05969832153
9760,318.88833,PERENNIAL,1,3-3-03,33003000,33003001,3,Kuliouou,,Koko Head,,318.887620267136
9761,660.70311,PERENNIAL,1,3-3-04,33004000,33004001,3,Pia,,Koko Head,,660.695888364634
9762,861.86636,PERENNIAL,1,3-3-01,33001000,33001002,3,Kamilo Iki,Kamilo Iki,Koko Head,,861.84692793154
9763,401.65949,PERENNIAL,1,3-3-05,33005000,33005001,3,Wailupe,,Koko Head,,401.65888245748
9764,1169.82199,PERENNIAL,1,3-2-02,32002000,32002005,2,Waikane,Waikeekee,Kaneohe,,1169.81560655459
9765,848.05202,PERENNIAL,1,3-2-02,32002000,32002004,2,Waikane,Waikeekee,Kaneohe,,848.048274540897
9766,49.84839,PERENNIAL,1,3-2-02,32002000,32002006,2,Waikane,Waikeekee,Kaneohe,,49.848217858167
9767,1453.49003,PERENNIAL,1,3-2-02,32002000,32002006,2,Waikane,Waikeekee,Kaneohe,,1453.48217182654
9768,79.63706,PERENNIAL,1,3-2-02,32002000,32002006,2,Waikane,Waikeekee,Kaneohe,,79.6365332980293
9769,330.16261,PERENNIAL,1,3-2-02,32002000,32002006,2,Waikane,Waikeekee,Kaneohe,,330.160824558486
9770,77.36293,PERENNIAL,1,3-2-02,32002000,32002006,2,Waikane,Waikeekee,Kaneohe,,77.3626779370843
9771,2504.36741,NON-PERENNIAL,2,,32002000,32002002,2,Waikane,Waikane,Kaneohe,,2504.35642811647
9772,1228.1966,NON-PERENNIAL,2,,32002000,32002002,2,Waikane,Waikane,Kaneohe,,1228.18989946405
9773,1100.43143,PERENNIAL,1,3-2-04,32004000,32004004,2,Waiahole,Waianu,Kaneohe,,1100.42573740795
9774,2924.92639,PERENNIAL,1,3-2-04,32004000,32004002,2,Waiahole,Waiahole,Kaneohe,,2924.91328813547
9775,358.17574,PERENNIAL,1,3-2-04,32004000,32004002,2,Waiahole,Waiahole,Kaneohe,,358.174348829566
9776,1045.51267,PERENNIAL,1,3-2-05,32005000,32005004,2,Kaalaea,Kaalaea,Kaneohe,,1045.50735678163
9777,1306.3991,PERENNIAL,1,3-4-06,34006000,34006034,4,Waiawa,Waiawa,Waipahu,,1306.39334196469
9778,1225.89048,PERENNIAL,1,3-4-06,34006000,34006033,4,Waiawa,Waiawa,Waipahu,,1225.88490582317
9779,248.56672,PERENNIAL,1,3-2-07,32007000,32007005,2,Waihee,Waihee,Kaneohe,,248.565634566212
9780,227.63512,PERENNIAL,1,3-4-06,34006000,34006032,4,Waiawa,Waiawa,Waipahu,,227.634550551993
9781,3545.41232,PERENNIAL,1,3-4-06,34006000,34006031,4,Waiawa,Waiawa,Waipahu,,3545.39837035775
9782,364.13024,PERENNIAL,1,3-2-07,32007000,32007006,2,Waihee,Waihee,Kaneohe,,364.128658045989
9783,845.04989,NON-PERENNIAL,2,,32007000,32007008,2,Waihee,Waihee,Kaneohe,,845.046780559142
9784,80.3238,PERENNIAL,1,3-2-07,32007000,32007009,2,Waihee,Waihee,Kaneohe,,80.3236860835612
9785,120.01833,PERENNIAL,1,3-2-07,32007000,32007009,2,Waihee,Waihee,Kaneohe,,120.017973298907
9786,445.43499,PERENNIAL,1,3-2-07,32007000,32007009,2,Waihee,Waihee,Kaneohe,,445.432703442172
9787,1055.18809,PERENNIAL,1,3-2-07,32007000,32007010,2,Waihee,Waihee,Kaneohe,,1055.18249333038
