"","kingdom","phylum","class","order","family","genus"
"Otu01184","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","KI89A_clade_fa","KI89A_clade_ge"
"Otu01185","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage"
"Otu01186","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","uncultured"
"Otu01190","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","uncultured","uncultured_ge"
"Otu01192","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group"
"Otu01193","Bacteria","Proteobacteria","Gammaproteobacteria","Ga0077536","Ga0077536_fa","Ga0077536_ge"
"Otu01194","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae","uncultured"
"Otu01196","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu01197","Bacteria","Bacteroidota","Rhodothermia","Rhodothermales","Rhodothermaceae","uncultured"
"Otu01198","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Bythopirellula"
"Otu01200","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353_marine_group","UBA10353_marine_group_fa","UBA10353_marine_group_ge"
"Otu01201","Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales","Dadabacteriales_fa","Dadabacteriales_ge"
"Otu01202","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula"
"Otu01203","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu01204","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu01205","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Bythopirellula"
"Otu01207","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu01208","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellaceae","uncultured"
"Otu01209","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage"
"Otu01210","Bacteria","Planctomycetota","BD7-11","BD7-11_or","BD7-11_fa","BD7-11_ge"
"Otu01211","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Chlamydiales_unclassified","Chlamydiales_unclassified"
"Otu01212","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellulaceae_unclassified"
"Otu01216","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae_ge"
"Otu01217","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group"
"Otu01218","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea"
"Otu01219","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4_marine_group"
"Otu01221","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup_9","Subgroup_9_fa","Subgroup_9_ge"
"Otu01222","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified"
"Otu01223","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","BD2-7","BD2-7_ge"
"Otu01225","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu01226","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","FS142-36B-02"
"Otu01227","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus"
"Otu01229","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"Otu01230","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"Otu01231","Bacteria","PAUC34f","PAUC34f_cl","PAUC34f_or","PAUC34f_fa","PAUC34f_ge"
"Otu01232","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353_marine_group","UBA10353_marine_group_fa","UBA10353_marine_group_ge"
"Otu01233","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","uncultured"
"Otu01234","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup_9","Subgroup_9_fa","Subgroup_9_ge"
"Otu01236","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b_ge"
"Otu01237","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"Otu01239","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Reichenbachiella"
"Otu01240","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"Otu01244","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu01245","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b_ge"
"Otu01246","Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales","Dadabacteriales_fa","Dadabacteriales_ge"
"Otu01247","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga"
"Otu01248","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula"
"Otu01249","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Oceanicaulis"
"Otu01250","Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group_or","BD2-11_terrestrial_group_fa","BD2-11_terrestrial_group_ge"
"Otu01251","Bacteria","Proteobacteria","Gammaproteobacteria","UBA10353_marine_group","UBA10353_marine_group_fa","UBA10353_marine_group_ge"
"Otu01252","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu01253","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu01254","Bacteria","Proteobacteria","Alphaproteobacteria","Thalassobaculales","uncultured","uncultured_ge"
"Otu01255","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b_ge"
"Otu01256","Bacteria","Proteobacteria","Gammaproteobacteria","Nitrosococcales","Nitrosococcaceae","Nitrosococcaceae_unclassified"
"Otu01257","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu01260","Bacteria","Proteobacteria","Alphaproteobacteria","Kiloniellales","Kiloniellales_unclassified","Kiloniellales_unclassified"
"Otu01261","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas"
"Otu01262","Bacteria","Proteobacteria","Gammaproteobacteria","Tenderiales","Tenderiaceae","Candidatus_Tenderia"
"Otu01263","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu01265","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured"
"Otu01266","Bacteria","Acidobacteriota","Acidobacteriae","PAUC26f","PAUC26f_fa","PAUC26f_ge"
"Otu01267","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae","uncultured"
"Otu01268","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"Otu01270","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup_9","Subgroup_9_fa","Subgroup_9_ge"
"Otu01271","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","KI89A_clade_fa","KI89A_clade_ge"
"Otu01272","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu01275","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula"
"Otu01276","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu01277","Bacteria","Proteobacteria","Gammaproteobacteria","pItb-vmat-80","pItb-vmat-80_fa","pItb-vmat-80_ge"
"Otu01278","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus"
"Otu01281","Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group_or","BD2-11_terrestrial_group_fa","BD2-11_terrestrial_group_ge"
"Otu01282","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Nodosilineaceae","MBIC10086"
"Otu01284","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriia_unclassified","Cyanobacteriia_unclassified","Cyanobacteriia_unclassified"
"Otu01285","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Saprospiraceae_unclassified"
"Otu01286","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"Otu01287","Bacteria","NB1-j","NB1-j_cl","NB1-j_or","NB1-j_fa","NB1-j_ge"
"Otu01288","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellulaceae_unclassified"
"Otu01289","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified"
"Otu01291","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ekhidna"
"Otu01293","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Saprospiraceae_unclassified"
"Otu01294","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fulvivirga"
"Otu01295","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Woeseiaceae","Woeseia"
"Otu01297","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified"
"Otu01298","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Muricauda"
"Otu01299","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"Otu01300","Bacteria","Bdellovibrionota","Oligoflexia","Silvanigrellales","Silvanigrellaceae","Silvanigrellaceae_unclassified"
"Otu01301","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Filomicrobium"
"Otu01303","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group"
"Otu01304","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae","Parvularcula"
"Otu01305","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","uncultured","uncultured_ge"
"Otu01309","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","uncultured"
"Otu01310","Bacteria","Proteobacteria","Gammaproteobacteria","EPR3968-O8a-Bc78","EPR3968-O8a-Bc78_fa","EPR3968-O8a-Bc78_ge"
"Otu01311","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Parvularculaceae","Parvularculaceae_unclassified"
"Otu01312","Bacteria","NB1-j","NB1-j_cl","NB1-j_or","NB1-j_fa","NB1-j_ge"
"Otu01313","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula"
"Otu01315","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","OM60(NOR5)_clade"
"Otu01317","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","PS1_clade","PS1_clade_ge"
"Otu01318","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage"
"Otu01319","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu01320","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichales_unclassified","Microtrichales_unclassified"
"Otu01321","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu01323","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified"
"Otu01326","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"Otu01328","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007","DEV007_ge"
"Otu01330","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halieaceae_unclassified"
"Otu01332","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4_lineage"
"Otu01333","Bacteria","Planctomycetota","Pla3_lineage","Pla3_lineage_or","Pla3_lineage_fa","Pla3_lineage_ge"
"Otu01334","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Labrenzia"
"Otu01335","Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","LS-NOB"
"Otu01336","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halieaceae_unclassified"
"Otu01338","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","NS4_marine_group"
"Otu01339","Bacteria","Chloroflexi","TK17","TK17_or","TK17_fa","TK17_ge"
"Otu01341","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Algimonas"
"Otu01342","Bacteria","NB1-j","NB1-j_cl","NB1-j_or","NB1-j_fa","NB1-j_ge"
"Otu01343","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu01344","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Nostocaceae_unclassified"
"Otu01345","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","uncultured","uncultured_ge"
"Otu01347","Bacteria","NB1-j","NB1-j_cl","NB1-j_or","NB1-j_fa","NB1-j_ge"
"Otu01348","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu01349","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritaleaceae_unclassified"
"Otu01350","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Nitrincolaceae","uncultured"
"Otu01351","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu01352","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella"
"Otu01353","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","KI89A_clade_fa","KI89A_clade_ge"
"Otu01354","Bacteria","Cyanobacteria","Cyanobacteriia","Thermosynechococcales","Acaryochloridaceae","Acaryochloris_MBIC11017"
"Otu01357","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","uncultured"
"Otu01359","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Aquimarina"
"Otu01361","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","uncultured"
"Otu01362","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Ovatusbacter"
"Otu01363","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Rubinisphaeraceae","Rubinisphaeraceae_unclassified"
"Otu01364","Bacteria","Chloroflexi","Dehalococcoidia","SAR202_clade","SAR202_clade_fa","SAR202_clade_ge"
"Otu01365","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Sva0996_marine_group"
"Otu01366","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Halieaceae","Halioglobus"
"Otu01367","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Otu01369","Bacteria","Actinobacteriota","Acidimicrobiia","Actinomarinales","uncultured","uncultured_ge"
"Otu01370","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu01371","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Candidatus_Nitrosopumilus"
"Otu01372","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu01374","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu01377","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae_unclassified"
"Otu01378","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","uncultured"
"Otu01379","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula"
"Otu01380","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","uncultured"
"Otu01383","Bacteria","PAUC34f","PAUC34f_cl","PAUC34f_or","PAUC34f_fa","PAUC34f_ge"
"Otu01384","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","uncultured"
"Otu01385","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42"
"Otu01387","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu01388","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Saprospiraceae_unclassified"
"Otu01389","Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella"
"Otu01390","Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionales_unclassified","Cellvibrionales_unclassified"
"Otu01393","Bacteria","Gemmatimonadota","BD2-11_terrestrial_group","BD2-11_terrestrial_group_or","BD2-11_terrestrial_group_fa","BD2-11_terrestrial_group_ge"
"Otu01394","Bacteria","Proteobacteria","Alphaproteobacteria","Kordiimonadales","Kordiimonadaceae","Kordiimonas"
"Otu01395","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Caminicellaceae","Paramaledivibacter"
"Otu01396","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Filomicrobium"
"Otu01398","Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","uncultured"
"Otu01400","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified"
"Otu01403","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu01404","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","KI89A_clade_fa","KI89A_clade_ge"
"Otu01406","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Entotheonellaceae_ge"
"Otu01407","Bacteria","Gemmatimonadota","PAUC43f_marine_benthic_group","PAUC43f_marine_benthic_group_or","PAUC43f_marine_benthic_group_fa","PAUC43f_marine_benthic_group_ge"
"Otu01408","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"Otu01409","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","uncultured"
